text,sentiment,urgency,confusion
"I believe contraception is negated as \the best help\"" when abuse is present.  There is great documentation of men who repeatedly take their victims to abortion clinics or similarly acting medical help themselves, so that they have utter control over a woman, to be had again and again with no consequence.  Sometimes contraception is used as a permission of, \""See how thoughtful I was?  You have no cause to object.\""  So availability is not the issue, but the domination though sexual practices.""",1,0,0
I'm so excited to have the opportunity to take this course at no cost and engage in a topic that I'm passionate about. _x0007__x0007_A suggested book for those who are interested-Half The Sky: Turning Oppression into Opportunity for Women Worldwide. It's a great read that chronicles a series of atrocities against women across the globe.,1,0,1
"Hi Rebecca - I'm glad you see the usefulness of using data to demonstrate the seriousness of what is happening to women in their lives. Data can indeed be a powerful ally for those trying to make change and convince others of how important the issues are. One thing I'll have to say about \data\"", however, is that, from my experiences working in many different countries, the situation is generally worse than the data express. Due to many inaccuracies in data collection and frankly, some manipulation of how the numbers are produced, the statistics that end up in these tables can be misleading, and it's very difficult to determine how accurate they are. It's always a good idea to try to gather data from many sources, including qualitative data, to make some sense of these numbers and to get a more well-rounded understanding of what's really going on. Like you, I'm also excited to learn about more resources from this course.""",1,0,0
"Eriko, I'm so impressed that a high school junior is participating in this course. How I wish that something like this had been available for me when I was ready to hear it but hardly anybody was speaking about things like this (I was in high school in the U.S. in the 1970s). Those who did speak about liberation of and equality for women were laughed at back then (called \women's libbers\""). Even now in the U.S. the term \""feminist\"" is made fun of by some people. But the idea of expecting human rights to be applied equally to all is nothing to make fun of! Keep up your good work and know that you have MANY supporters \""out there\"" for your efforts to increase your own knowledge and to bring awareness to other young adults.""",1,0,1
"The following comment is not advocating for or against CEDAW but designed to share some interesting additional reading on the internet. _x0007_Although I was familiar with the UNDHR, I had not read CEDAW.  It prompted me to read a few additional articles on the web about the ratification status and reservations taken upon ratification by other nations.  The current administration supports ratification of this treaty and many other international agreements, even those not on human rights issues such as the Law of the Sea Convention.  However, ratification is always difficult in the U.S. due to the numbers of required Congressional votes and the historic segment of the population that has a strong preference not to subject the US to the authority of the international community. One report/testimony indicated that \CEDAW committee has directed more than 80 _x0007_nations to change their laws\"" on particular matters, in this case abortion -- obviously a politically hot issue. (http://c-fam.org/docLib/<phoneRedac>4_CEDAW_testimony_CFAM.pdf).  Another interesting article -- http://emlab.berkeley.edu/users/webfac/bardhan/e271_sp03/mcvane.pdf""",1,0,0
"I was pleased to note Article 16 #2. Marriage shall be entered into only with the free and full consent of the intending spouses._x0007_While this is far from reality for young girls in countries where child brides and contracted marriages are still socially and culturally acceptable, I find it incredibly important that, from a human rights standpoint at least, it is considered a priority._x0007__x0007_I also find it pleasantly surprising that Article 16 #1 does NOT specify that the right of men and women to found a family is limited to one man + one woman.  I wonder if this was due to Eleanor Roosevelt's influence or merely due to the social assumption of the definition of marriage being between members of the opposite sex in the 1940's._x0007__x0007_More generally, I agree with the previous posts that it was quite discouraging to read the UDHR with the knowledge that these reasonable goals are far from reality for people in all countries of the world.",1,0,0
"Hello, I´m <nameRedac_<anon_screen_name_redacted>>, portuguese. I´m studying International and European law (doing master). Nice to meet you all..",1,0,1
"This course is an incredible opportunity to bring people together to seriously discuss some of the most important issues of our times. Reading through the comments thus far makes me feel less alone and more optimistic than I have in a while. Being able to read the same amazing text and review the resources that our esteemed facilitators will provide to us is a terrific opportunity to move the conversations, and new ideas for making change, forward. _x0007__x0007_Has everyone had the opportunity to check out the statistics from their own countries (in the PRB document) and compare them to neighboring countries? Even though sometimes the statistics can be a little wobbly in terms of representing the real situation on the ground, it's still interesting and curious to note how neighboring countries can have such vastly different stats on indicators like maternal mortality (note Laos & Vietnam, Haiti & Jamaica, Canada & US, Bolivia & Chile, Burundi vs Rwanda). What's (really) going on?",1,1,0
PBS made a great documentary with the writers of Half the Sky - another great resource!,1,0,0
Agreed.,1,0,1
Agreed.,1,0,1
"I have to admit, I've never took the time to read through the Universal Declaration of Human Rights.  And I did not know that Eleanor Roosevelt, my hero, helped to draft it!  Chapter 1 of the assigned book was full of information I was not aware of.  Has our American government yet to ratify the women's convention and the Convention on the Rights of the Child?  Wow.  I also appreciated learning about the human rights approach when it comes to women's health issues.  It's a bit disheartening to learn that these issues for women worldwide have only been talked about publicly since the 1990's.",1,0,1
"the 16th article of the Universal dEclaration og Human Rights specifies that : \The family is the natural and fundamental group unit of society and is entitled to protection by society and the State.\""_x0007__x0007_I am a bit astonished by the vision of \""family\"" as something witch would be \""natural\"". we speak about society, no ? is there such things as \""natural group unit\"" in a human society ? isn't family a social construction, and can't we imagine a society way of organizing itself without the \""fundamentality\"" of the \""family unit\"" ? _x0007__x0007_(I have the same apprehension about reading the article about the right to property, as I am really not sure that my ideal is a world with such values as \"" private property\""...)_x0007__x0007_well, of course this declaration is not a revolutionary program; and if it can help to improve some of people's rights, considering how awful is the situation in the world now, then it is a skill we can't ignore ...""",0,1,1
"HI,_x0007_From the introduction I already feel challenges to 'accepted' thinking and actions that I hold or are assumed in health policies (I am in Australia). _x0007_My interest in the topic of this course came about from a recent project I was involved with - the topic being FGM._x0007_<nameRedac_<anon_screen_name_redacted>>",1,0,1
And thank you to you also LinB!,1,0,1
"It’s difficult to have courage in the face of opposition when the upper hand is held by the elder patriarchy (see recent news reports in India of elder council-directed rape.) The introductory reading makes clear many of the reasons this type of sanction could occur._x0007__x0007_Examining the date tables, I am struck by the significantly lower populations of women over 49 in the less developed countries, which, as above, clearly speaks to the toll taken by poverty, violence and social injustice. These older women are survivors and that implies to me the availability of (untapped) resources in the form of survivor strength and courage.  It is also noteworthy that uniformly across the board, regardless of development status, there are fewer women with a political voice within government. _x0007__x0007_I too am very pleased to have found this course and to have the advantage of a global classroom with so many informed voices. From my North American perspective I am careful to listen for the desire of women internationally to consider the cultural implications of the call to action they set before their fellow women. The risks are clearly quite high for women everywhere.",1,0,1
"A. Is your country a signatory of CEDAW? - US - yes_x0007_B. If your country has signed and ratified the treaty, please look up any \Declarations, Reservations and Objections\"" the government of your country has placed against the treaty by clicking here. Comment on these reservations._x0007_Congress has not ratified because there is not sufficient political support within the US to gain enough votes in Congress.""",1,0,1
This is really good.,1,0,1
I couldn't agree more. Education is a strong factor. As the book talks about most women living in underdeveloped areas lack education. Some are completely illiterate. If they can't read well then there is a good chance that they do not know their human rights as women. Especially in certain countries that regulate what can be seen or even read in their own countries...example North Korea. This makes it very frustrating because how can we educate these women where the country is so corrupt?,0,0,1
I couldn't remember what it was called when it is preferred to have boys...just reread --The son preference. Just incase you all were wondering :),1,0,1
"To add to your great point that son preference is prevalent in America today- my father had three girls and then remarried and had 3 boys (and 4 more girls). He refers to his oldest son as the \crown-prince\"" and the only thing he ever called my sisters and me were: \""furlough, recall, and strike\"". Also, his side of the family always encouraged me to have 'lots of beautiful babies'. Luckily, I was raised from age 14 on mostly by my mother. But I still envy the 100% supportive dads that some of my friends have._x0007_   I know this is only a 1st world complaint but the old-fashioned sentiments still have a hold on some patriarchal families. It was only a few generations back that women had to fight to get the right to vote, hold titles and property._x0007_   I'm with you- very ready to expand my knowledge of what's happening in the world past what I've seen in movies and literature. Hello, Jane Austen was pushing for this back in the early 1800s!""",1,0,1
Hola! Me queda claro el código de conducta y lo acatare. Reciban todos y todas un fuerte abrazo desde Valledupar-Cesar-Colombia.,1,0,1
"The first chapter really did, as so many who've commented below, open my eyes. The impact of women on the world is hampered every day by differential access to the rights enumerated by the convention(s). The most shocking thing for me (though one thing amongst many including literacy levels and access to trained professionals during labour) is the power men have over women's *access* to healthcare. That and the short discussion about agency - how women have always been actors but were denied their history and the chance to interpret until recently really engaged me as did the paradigms of either/or vs. both/and and the societal values put on statements such as \it's a girl\"" vs. \""it's a boy\"". I'm lucky to live in a personal world where the former statement is not as much of a determinant and brings joy and expectation but this chapter was a useful reminder that so many others are not so lucky.""",1,0,1
Thanks <redacted><redacted> for your reflection and for a new word - I hadn't heard of the term femonationalism before. I struggle with this component as well and try to stay in dialogue about how to ensure that getting involved in the work is not from a savior complex. I also agree that the feminist movement has really left out many communities. I have been lately enjoying reading more about Third-Wave Feminist movement which attempts to consider how race and class specifically (but I believe is expanding to LGBTIQ identities) must be interwoven into discussions about equity and equality.,1,0,1
"Hello . I am a family planning nurse with nearly 30 years experience  and very interested in the fact that few consider how the advances in women's health over the 2Oth century has improved their lives. It should be  relatively simple to improve the lives of very disadvantaged women by applying some of the knowledge we have about this but religion and politics, stigma and tradition create barriers.I am interested in breaking down these barriers through education to change the predominant discourse about women.",1,0,1
"It would be great if the limitations placed on the use of aid (or FDI funds, for that matter) were driven purely by a rights-based agenda wouldn't it?",1,0,1
"Hello from Philadelphia, PA, USA, _x0007__x0007_I'm excited to get going in this course and appreciate this opportunity. I'm a journalist covering social justice issues, increasingly by way of health policy analysis and media criticism. I'm relieved to see the focus on showcasing resilience. I'm very interested in social justice narratives that balance revealing the tragedy--making injustice visible--and resilience. I teach Trauma Journalism at a local university, and have a particular interest in exploring how poverty and trauma intersect in women's lives._x0007__x0007_I look forward to getting to know all of you. _x0007__x0007_<nameRedac_<anon_screen_name_redacted>>_x0007_@<nameRedac_<anon_screen_name_redacted>>",1,0,1
The U.N. declaration of Human Rights  was adopted in 1948 and could really use updating...families are no longer seen as the only group unit in society although I would say that many still consider it to have preeminence in social standing.,0,0,1
"The reservations are fascinating - particularly (for me) regarding pensions and social security and that discriminatory contract clauses are void but don't void whole documents. Also there are points on religious denominations and orders, adoption, combat effectiveness and issues of succession e.g. monarchy and inheritance of titles (though that's now changing in law). Reservations are clearly used to reassert sovereignty even where no objections to the substance.",1,0,1
"Despite knowing that women in less developed areas were discriminated against and less likely to have their daily needs met, it was still sobering to see the true scope of the issue as displayed in the table of statistics and described in the introduction. Regardless, this having already taught me how little I truly know, I am very excited to begin this course fully and increase my understanding of the position of women throughout the world as well as learning, hopefully, how I can contribute to their futures. _x0007__x0007_Thank you for making this a free online course and making it readily accessible.",1,0,1
"Hi,_x0007_I am sure this is going to be a thought provoking 8 weeks. I am a Nurse Practitioner and live in outback Queensland, Australia. Globally the issues of early marriage, violence, HIV & AIDS, poverty, poor literacy, poverty, higher rates of mental illness, poorer access to education and personal choices are some of the issues that impact more on women than men as identified in statistics. Women also provide a pivotal role in family health. We need to unite globally and assist the disadvantaged. <nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>>",1,0,1
"Hey Everyone!_x0007__x0007_My name is <nameRedac_<anon_screen_name_redacted>> and while I am from the United States, I am currently living with my wife in Bolivia.  I am a journalist with a few years of experience in international broadcast journalism and a strong interest in working for social justice.  I really look forward to this class, and learning as much from all of you as I hope to from the lectures and reading materials.  _x0007__x0007_I see the subject of women's health and human rights as being so vitally important.  I'm finding Bolivia is afflicted (as is obviously much of the world) by a strong sense of what locals here call \Machismo.\""  And I recently found that Bolivia is one of the leading countries of violence against women in Latin America (to say nothing of the abysmal maternal mortality rate).  I hope to understand more profoundly some of the causes behind these and other gross injustices so as to help me more effectively join with others in being part of the solution...and perhaps, if I'm lucky, help \""turn the world right-side up\"".""",1,0,1
"I'm left thinking about the implications of a shift from a \development\"" lens to \""human rights\"" lens. Is this shift largely academic/intellectual, or logistical? In a practical sense, are there any goals emphasized by a development frame that take a back-seat from the HR POV? Does the shift prioritize any goals that have not been seen as a priority under the development lens?_x0007__x0007_Venn diagram, please! :)""",1,1,1
The U.S. Signed the treaty in 1980 but has never ratified it...,1,0,1
"I hope I can find the time to balance this course with my busy course schedule this semester. I'd hate to pass up such an amazing opportunity, especially coming from someone who is interested in global human rights!_x0007_So far, what has interested me the most was reading the Data Sheet. I was shocked to see that the data implicates that women have internalized the belief that domestic abuse is deserved, seeing that more women than men believe that domestic abuse is deserved especially when sex is refused.",1,0,1
Thank you for your candor. I look forward to your perspective on the themes of this course.,1,0,1
"Women have always been excluded in the society. When the global sector is emphasized on the issues and problems, women issue and development came to be weaken and consider at the second place to think about it. However, women are the one who have targeted for illness, disease and poor conditions even in the better society. Human Rights sometimes missed out the issues of sexual and reproductive rights as human rights. After reading Chapter 1, i have gained some ideas in which women role is higher to be related to global issues. Women issues are not personal issues;whereas, these issues can challenge the world. Therefore, the more education you get, the more chance to change the world view on women.",1,0,1
"I am a Certified Nurse Midwife from the US living in Costa Rica. I have a small homebirth practice and am active in the (oh so slow) movement to humanize birth. Maternal and infant health is the lens through which I have viewed these issues. The way birth is practiced in most developed (including the US & Europe) and lesser developed countries is possible only because violence against women has been normalized and institutionalized! Reading the Data Sheet was just plain depressing because I have been an aficionado of such statistics for a long time. As a 70s feminist, I truly believed that the world would be a better place for women by now. I hope this class broadens my perspective and gives me ideas, inspiration and tools for moving forward.",1,0,1
"Welcome, Marc!",1,0,1
"Wow, a sister in arms! And we posted right next to each other! And I think we're the same age... ;-)",1,0,1
