text,sentiment,urgency,confusion
"I have a better understanding of supervised learning after taking the two quiz questions than before, so I'd say they were a good learning tool.",1,0,0
"Hi,_x0007__x0007_I'm not sure whether it's an issue with Chrome but the slides are quite fuzzy and I'm unable to make out the text and graphics in some of the slides. Does anyone else have the same issues?_x0007__x0007_<nameRedac_<anon_screen_name_redacted>>",0,1,1
But YouTube is not available for every country.,0,1,1
"QQ Group NO: <zipRedac><zipRedac>749363_x0007_We are from the U.S., welcome you guys to join,_x0007_please note that which university are you from, thanks.",1,0,1
Great!_x0007_ +1,1,0,1
???????????????????????????????????????????,1,0,1
"You have to be able to read between the lines here, which is perfectly fine. Predicting whether a user will click on an ad, implies that you measure whether somebody clicked or not. You use this data as training data, i.e. supervised learning. The same is valid for the stocks. You know which stocks increased and decreased in the past, so you use that knowledge to make predictions about the future._x0007__x0007_As for the second question: it quite clearly states \The goal of **any** supervised learning study is...\"". This means that for the statement to be true, every supervised learning study should have accurate predictions as the main goal. And that is not the case.""",1,1,0
If you want to get the proportion of the volume of a d-dimensional hypercube in the boundary region. You need to know the volume of the interior of the hypercube first. _x0007__x0007_EDITING BY STAFF TO REMOVE ANSWER:_x0007_Can you calculate the volume of the interior of a 1-d hypercube (a line)?  How about a 2-d hypercube (a square)?  Now try to generalize that to d dimensions.,1,0,1
Thanks? +1,1,0,1
Thanks sir!  It's my pleasure to follow this course from you.,1,0,1
Cheers. :-),1,0,1
I could download the videos at work but I cannot watch them there. I can watch them at home but I cannot download at home.,0,1,1
"YouTube is blocked from my country, if I cann't not get access to the lectures, I am afraid I have to stop now. If you are the instructor or TA, can you give me some clarification of the video download issue, thank you.",0,1,1
"Ok, thanks for your reply. Best, <nameRedac_<anon_screen_name_redacted>>",1,0,1
Why we cannot download them directly from page?,0,1,1
"I can't find these lectures on YouTube..._x0007__x0007_The link above from <redacted> does point to one lecture, but I surely can't find any of the others._x0007__x0007_Can anyone post a youtube link that points to any sort of list, etc. of the class lectures as a whole?  _x0007__x0007_It's a shame that the lectures aren't easily downloadable from OpenEDX.  I've never known any other MOOC to not offer downloads of its lectures.",0,1,1
I guess the complete list of videos are here https://www.youtube.com/channel/UC4OWDcPB1peiBXDfCSZ3h-w/videos?flow=grid&view=1,1,0,1
Thanks!,1,0,1
"Duh... didn't see it under \Playlists\""... was just looking at \""Uploads\"".""",1,0,1
Looking forward to very exciting lectures. Thanks for putting this together,1,0,1
"Dear colleagues, _x0007_Thank you for this course and its materials._x0007_my internet speed is low in Iran and i have exhausting problem to online learning. may I ask you to provide a possibility to download course materials include videos, please?_x0007_Bests,_x0007_H.M.V",0,1,1
"0.05 at the left side, 0.05 at the right side.",1,0,1
"Sorry, I meet the same problem as above classmates. We're not able to access Youtube resources. Could the administrators help us out? Thanks!Jerry",0,1,1
"It'll be very helpful too in China, also very low speed and exhausting problem to online learning. Thanks!",0,1,1
"Even in High Definition mode, and with the video set to display at Full Screen, it is difficult to see the lines at the bottom of the window where each operation that you talk about is being shown._x0007__x0007_The bottom line of the output seems to disappear off the bottom of the video, so I can't see the output of one operation until you've moved on to the next operation and the previous output has scrolled up into camera view._x0007__x0007_I'm lucky that I warmed up for this course by doing a couple of weeks of Coursera's Computing for Data Analysis. Thanks to that I can grasp what you are talking about without necessarily seeing it as you do it. However, if I were coming to this video completely cold, knowing nothing about R, then I think I would literally be flying blind.",0,1,1
"I also have minor problem with slides / playing video - in Opera 12.16 (build 1860 windows 7 x64) the \Fill Browser\"" button incorrectly scales video player frame: it became even smaller!_x0007_While \""full screen\"" works OK (but there is no subtitles in such case)._x0007__x0007_Seems switch back to IE solves problem. But this is from work PC - at home I have no IE because I use Ubuntu Linux. Please document compatibility issues if any others exist.""",0,1,1
Please put the download links just below the online video screen. Just like the Introduction to Database course currently online from Stanford.,1,0,0
"Dear colleagues, _x0007_I too have problems of internet connection/low speed. I also would like to have links to videos._x0007_Thank you!",0,1,1
Hi. In line 35 of the downlodable R code for chapter two (ch2.R) appear written **pwd()** that actually looks much as python code. It should be used **getwd()** instead of pwd() as It does not work in R._x0007_Cheers:_x0007_Fer,1,1,1
"Same as the other students, but I'm here in the States.  The connection is unstable, runs for about 18 seconds and ends.  I would like a download link too as I've used it for other courses like Coursera to get around the connection.",0,1,1
It's  amazing lectures. I will enjoy it with my friends and classmates.,1,0,1
"That's my case too. Youtube is selective in our country and I fail to download the courses. I prefer URL to be put in the\Vedio download link\""_x0007__x0007_Peace!!!""",1,1,1
up,1,0,1
I am totally agreed!,1,0,1
"There's R Sessions link  in the navigation bar. I didn't look @ chapter 2 video, but I'd assume that all of R code should be there.",0,1,1
"Hi,_x0007_is there a possibility to see the videos with a 1.25x speedup? I'd like a quicker pace than 1x, but I can't follow 1.5x, and (at least in Firefox) there is no option in between.",1,1,1
"Me too. It would be very helpful to apply the download link for materials like video, slide. For part of us, the video file format \mp4\"" would be convenient for download. Thank you!""",1,1,1
Thank you sir for opening the course. looking forward to the next lectures.,1,0,1
pretty sure 50% overall,1,0,1
Me too. It would be very helpful to apply the download link for materials like video.,1,1,1
Is there any quiz from chapter 1?,1,1,1
"Is there any spanish speaking people interested in creating a group for discussing, just in case, different topics of the course in our mother tongue?",1,0,1
"Just wanted to say thank you very much for putting the course together and making it available!_x0007__x0007_Done with week 1, am blown away by the quality of the material and can't wait for week 2!_x0007__x0007_Thank you so much again,",1,0,1
"I will have to miss the first meeting, due to family commitments, but I plan to attend the meetings after that. _x0007__x0007_Thanks for setting this up, Amir!",1,0,1
Will we receive a personalized certificate in case of satisfactory work?,1,1,1
"For Q1, three of the 4 examples are mentioned either in the video or the course text (the stock rise/fall example is in Chapter 1). I presume the course lecturers assumed we'd read the assigned material not just watch the video.  As for the web ad one, if you think about it a little, it is clear that you need to know which ads have or have not been clicked on otherwise you have no basis to know whether an ad was clicked on or not._x0007__x0007_Q2 threw me & I even have slides on an introductory stats lecture on regression that I give which lists several reasons to perform a regression, so I should have not second guessed myself. Reading it again the answer is clearly FALSE. To be honest, these are just getting you to think about the general topics of the course. You can Answer the TRUE/FALSE question up to 5 times, so not something that is going to affect whether you pass or fail.",1,1,0
I entirely agree!,1,0,1
These are youtube videos. You can download them via keepvid.com and then use VLC player to play at whatever speed you are comfortable with.,1,0,0
It would be great!!!,1,0,1
"This is only my 2nd online course ever, and I just got on board. I would like to do the same thing.",1,0,1
gracias!!,1,0,1
"You can right click on the video clip, then click the first item \copy url of the video\"" on the popup menu to find the download link. This webpage (http://www.wikihow.com/Download-YouTube-Videos) describes how to download YouTube videos._x0007__x0007_Good luck!""",1,0,0
Anybody from staff course could provide us a response?,0,1,1
"The home page for the course, Course Info, says \The deadline for completing all the requirements to get your Statement of Accomplishment is March 21\"".""",1,0,0
I think the quiz questions are perfectly fine dude,1,0,0
Chapter 2 is in slides format. This makes it difficult to print out and follow along without printing a ton of extra pages.,0,1,1
"Many (most?) PDF readers will let you adjust your print settings to print multiple \pages\"" on the same sheet of paper. Perhaps this would solve your problem?""",1,0,1
Many thanks!,1,0,1
i am not been able hear the voice,0,1,1
"Sure 0.05 at each side, but why at each dimension? The definition says **not for every** j x_j is in [0; 1], but **for at least one** j. So there are a lot (2^p - 1) of boundary variants.",1,1,1
What all R packages is used in this course?,1,1,1
Me parece mejor si el foro en castellano se desarrolla en esta página._x0007__x0007_Saludos.,1,0,1
Me too. Thank you very much for this effort.,1,0,1
Think it could be around 10-15 hours a week. If you consider watching the videos and doing the assignments.,1,0,1
I'll bring this up at the staff meeting today and see what is possible.,1,0,0
Exactly right grishace.  Definitely make sure to download the R code so you can follow along!,1,0,0
"Are there any Russian based students? Please, let me know if you want to collaborate during a course.",1,0,1
"I recently completed Coursera's \Machine Learning\"" class, taught by Andrew Ng. It looks like there will be a fair amount of overlap between this class and that one. Can anyone advise on how much will be taught in this class that was not in that one? I enjoy the course so far, but just don't want to repeat too much. Thanks!""",1,1,1
Hi dc321.  I think the slides were provided in the current format because it is the most convenient for viewing digitally.  I will ask the professors about making a printer friendly version as well.,1,0,0
"Hi GJain,_x0007__x0007_There are questions about R the programming language.  Those might be hard to answer with Python..._x0007__x0007_The course/book is centered around R and has sessions that exist specifically to teach R.  You should feel free to use any language, but might not get the full benefit of those sections if you are using Python.  Also, will only be providing support for R.",1,0,0
"Hi ckueny,_x0007__x0007_If you give me a list of topics from that class, I would be happy to tell you which ones we will cover.  My guess is that there will be a fair amount of overlap.  Does Ng's class use R?",1,1,1
"Yes, They are :)_x0007_Privet! and lets collaborate",1,0,1
"??????, ??????!_x0007_? ?? ????????. ????? ???? ??????!_x0007_?? ????? ???????????? ? ??????? ????? ????? ????????._x0007_? ???? ????? ?????? ??-?????????, ?? ??????? ????, ??? ??-??????._x0007_????? ? ??????? ? ??-?????????, ????????, ?????????? ??????!",1,0,1
"Hi! My name is Edward, I'm from Moscow_x0007_Is there anybody from Russia?:)",1,0,1
"Hi! I'm <nameRedac_<anon_screen_name_redacted>>, I work and live in Geneva, Switzerland (French part, too).",1,0,1
"Hello!_x0007__x0007_It's great that I can participate in this course and be taught by the best! :)_x0007__x0007_Best wishes,_x0007_DD",1,0,1
"So far, (through lectures 2.2 in Statistical Learning) there does not seem to be much overlap. Even where the topics are the same (ie, linear regression), the emphasis and philosophy are different._x0007__x0007_I don't feel that one course builds on the other. Rather, they seem to provide different view points of data analysis, which might round out the student's overall understanding.",0,1,1
"Hi! My name is Jordi. I'm from Madrid (Spain). My last work is Credit Risk Analyst in a Bank. Actually I'm unemployed since december of 2013. I'm studying \Computing for Data Analysis\"" with Coursera.""",1,0,1
"Week 1 was just a general chat though, am I missing something?",1,1,1
"Hi everybody I'm <nameRedac_<anon_screen_name_redacted>>, I live in Venezuela and I currently work for the Bolivarian Agency for Space Activities (ABAE) as an engineer. I'm very happy to take part in this course and want to thank everyone involved in making it possible.",1,0,1
Cuenten conmigo.,1,0,1
"Hi Everyone_x0007_I am <nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>> working as a consultant with a company called IMT in Winnipeg, Canada. I would like to learn about Statistics and Probability and applications in real world such as Data analytics._x0007__x0007_Regards_x0007_<nameRedac_<anon_screen_name_redacted>>",1,0,1
"Hi, I'm in Seattle and wonder if anyone in Seattle would be interested in forming a weekly study group to meet for, say, an hour to compare notes, etc, and also just to get to know people. I live in Ballard and can only meet during the week. I am also a Meetups member, and suggest that we could handle scheduling and RSVP through that online tool.",1,0,1
"On the other hand, concerning selecting the stocks that are likely to rise, I still have some doubts: one could also think about performing k-mean clustering, by using a measure of dependence as distance between stocks and see which clusters/stocks have performed well in general in the recent past...",1,0,1
Thanks a lot for the interview! I hope there are going to be a lot more interviews of other people who shaped our nowadays view of statistical learning!,1,0,1
"Hello, I am <nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>>, a PhD candidate in Agricultural Economics at Kwame Nkrumah University of Science and Technology, Ghana. I am also a Principal Research Assistant University of Cape Coast, Ghana. Its with great excitement that I was introduced to this online course since statistics play a major role in my daily life in terms of studies and work. I therefore hope to get a lot out of it for my studies and my work.",1,0,1
??????! ? ? ???? ?? ???????! ??????? ???????! :-),1,0,1
"Professor, I really enjoyed watching the intro video. As a first time watching these regression models, words can't explain how beautiful I find the model done with thin-plate spline. Extremely excited to start this course!",1,0,1
hey thanks for posting the link too,1,0,1
Splendid!,1,0,1
"Hello world! Me, I'm Joe <nameRedac_<anon_screen_name_redacted>>, a biostatistician working under contract for the National Institute of Child Health and Human Development in Rockville, MD. (But I live across the Potomac River, in northern Virginia.) Looking forward to this course!",1,0,1
"I'm <nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>>. I live in Brussels, Belgium. I'm an analytics developer working for Oracle. Looking forward to this course too.",1,0,1
"Hi Gaurav,_x0007__x0007_Same here. I am somewhat familiar with Python and do not know R. I am going to try and use Pythona and skip the R sessions. I don't see the point of learning R.  Maybe we can share exoeriences here._x0007__x0007_Regards, <nameRedac_<anon_screen_name_redacted>>.",1,0,1
"<nameRedac_<anon_screen_name_redacted>>, based in Cambridge UK, Paris FR, and sometimes Stanford CA. Learning about functional programming, category theory, bayesian, convex optimisation._x0007__x0007_Thank you for the teachers to provide such good material.",1,0,1
"??????, ??????! ?????????? ?????-?? ?????????? ??? ?????????? ? ????? ??? ?????. ??? ????? <nameRedac_<anon_screen_name_redacted>>, ????? ????, ???????. ???????? ????, ?????, ?????? ?? ????, ?????? ??? ?????.",1,0,1
Hello to everybody... My name's <nameRedac_<anon_screen_name_redacted>> I'm electrical engineer and actually i am finish my master on electrical engineering. My thesis research is oriented on data mining analysis.,1,0,1
"I'm in Seattle. I can meet during the week. An hour or so to compare notes, etc, sounds good.",1,0,1
"I think reducible error consists of bias and variance as presented in the following section. More complicated model may have high variance and low bias, any maybe the total error is higher than simple model. _x0007__x0007_PS. one way to deal with high variance error of complicated models is to use ensemble methods.",1,0,0
Thank you for this course.,1,0,1
"Creo que estaría mejor, como dijo <redacted>, que hagamos el grupo de discusión en esta misma página muchachos.",0,0,1
ok! muchas gracias!,1,0,1
Also there's an R package designed for the book.  See the book website ...,1,0,1
That's **March** ...,1,0,1
Me too! Very useful for slow internet connections!,1,0,1
Anybody else struggling with this?,1,0,1
from ex-USSR (????),1,0,1
"Once I downloaded ISLR_1.0.zip, I loaded as a package._x0007__x0007_But, now how I see the files, for example, Auto.data or Auto.csv?_x0007__x0007_Thank you_x0007__x0007_<nameRedac_<anon_screen_name_redacted>>",1,1,1
Amazing! Thank you a lot Artib!,1,0,1
Agreed. Watching the lecture provided no information on how to answer this question.,0,1,1
"Hi everyone, _x0007__x0007_I'm <nameRedac_<anon_screen_name_redacted>>! I previously worked for Canadian Wildlife Service and am now starting a Graduate degree out of Trent University in Ontario. I will be studying population dynamics and reproductive success of bank swallows so this course will have a great application for analyzing my findings.",1,0,1
"If you have problems with eating this problem at once, I suggest that you start with lower number of dimensions to see how the area changes. Then, it might be easier to find a general solution.",1,0,1
"Olá,_x0007__x0007_I'm very happy with the course and contents and feeling guilty because I gave not the appropriate attention to this discipline before. _x0007__x0007_Thanks for the opportunity!",1,0,1
"Did you check out the \Lecture Slides (pdf)\"" link?  After clicking there, you can open the slides for Chapter 2 and scroll down to slide 30...""",1,0,0
"I would like to suggest a hint, considering the volume of the inner space, i.e. the space other than the bound region.",1,0,1
"yes, these are the slides, e.g. https://class.stanford.edu/c4x/HumanitiesScience/StatLearning/asset/statistical_learning.pdf The plot on page 30 has nothing to do with the question...",1,0,1
"Hello Everyone,_x0007__x0007_My name is Dave <nameRedac_<anon_screen_name_redacted>> and I'm Director of Quality and Reliability for a high tech start up company working in Rochester, NY.  I have a degree in statistics but these topics weren't widely available back then so I'm trying to stay current.  Good luck to all._x0007__x0007_http://www.linkedin.com/in/davidlee5",1,0,1
"ch2.R references Auto.csv, is this file available for download?",1,1,1
"The quiz is related to the lectures in the sense that illustrate the extent of \the curse of higher dimensions\"" when used in euclidian distance based problems like nearest-neighbor._x0007_I've never thought about the problem and doing the simple calculation proved the point very clearly!!_x0007__x0007_An hypercube is just a cube in n-dimensions... just extend the way you calculate the volume for 3d to n-d""",1,0,0
"I also took ML course and from what I have already read from ISLR and ESL I think Andrew Ng's was more oriented towards computational aspects while this course is more about actually understanding the limitations and the possibilities of different models. _x0007__x0007_In particular, two very nice topics this course is going to cover are LASSO and variable selection methodsd and trees, which were not covered in ML. And enhacement methods like bagging and boosting. _x0007__x0007_I think this course is going to be a really nice continuation of ML with more emphasis on getting an understanding on how the methods work, which are their strengths and weaknesses at a more deeper level.",1,0,1
"There is also an R package associated with the book (\Introduction to Statistical Learning with Applications in R\"").  You can find it here:_x0007__x0007_http://cran.r-project.org/web/packages/ISLR/index.html_x0007__x0007_The \""Auto\"" dataset is available within this package.""",1,0,1
"I don't know if your system means you have a different view to me, but presuming you don't: the questions aren't embedded in the video, they are accessed by clicking the \itemized list\"" icon on the right side of the bar directly above the video. Hope that helps.""",1,0,1
"That's a good hint. It may be just because I have done it, but it seems straightforward if you simply think of the problem geometrically.",1,0,1
"Hello Everyone,_x0007__x0007_My name is <nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>>.  I have an degree in Engineering form the University of Toronto.  I have just completed Prof Ng's course in ML on coursera.  The latter was excellent and this course looks like a fantasitc way to add to my knowledge.  Thanks profs Hastie and Tibshirani for making it available._x0007__x0007_Cheers!",1,0,1
"Hi all,_x0007__x0007_my colleagues at DataRobot and I were pretty excited when we first heard about the course. Since we are using both Python and R to build statistical learning software, we decided to create a series of blog posts that follow along with the course and show how many of the statistical learning techniques presented in the course can be applied using tools from the Python ecosystem such as [scikit-learn][1] and [statsmodels][2]. You can find the first posting here: http://www.datarobot.com/category/stat-learning/_x0007__x0007_We hope that we can give some insight to people who are new to Python but familiar with statistical learning packages in R. For my part, I've co-authored some of the algorithms in scikit-learn that are covered in this course and there are often some subtle differences between implementations in scikit-learn vs. their reference implementations in R (e.g. gbm, randomForest) that are worth knowing._x0007__x0007_best, _x0007_ <nameRedac_<anon_screen_name_redacted>>_x0007__x0007__x0007_  [1]: http://scitkit-learn.org_x0007_  [2]: http://statsmodels.sourceforge.net",1,0,1
I use Ubuntu and your answer is correct.,1,0,1
"Cool! that sure sounds interesting!_x0007__x0007_Btw, thanks for the effort you're putting in it for us to benefit!",1,0,1
"An alternative path is to look at the first few terms and then attempt a recursive or inductive approach. The attempt might, at the very least, help you get some traction on the problem and hint at the underlying pattern. More rewarding when the geometry isn't as convenient as this one.",1,0,1
"Hello Everyone,_x0007__x0007_This is <nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>> from Plano, TX. I just finished PhD in Mathematics. I'm now a Statistician at Capital One. _x0007__x0007_I've been self-studying the textbook for a while and have replicated some examples in R. I'm so thrilled Dr. Hastie and Dr. Tibshirani are offering this online course. Feel free to connect with me on Linkedin: http://www.linkedin.com/in/daoyinglin_x0007__x0007_Warmest Regards,_x0007__x0007_DLin",1,0,1
It seems that the MSE formula's being shown here have an extra term that is not present in other areas (Wikipedia for one: http://en.wikipedia.org/wiki/Mean_square_error)._x0007__x0007_From the Lecture: MSE = Var(f(x_hat)) + Bias(estimator)^2 + Irreducible Variance_x0007_From Wikipedia: MSE = Var(Estimator) + Bias(Estimator)^2_x0007__x0007_Is the Irreducible Variance and the Variance of f(x_hat) a result of the expansion of the variance of the estimator Term from wikipedia? Are they relying on different underlying assumptions? Is it separated out by assuming that the Irreducible Variance and the Variance of the estimator are independent and thus have a Covariance of zero?,1,1,1
"If the slides are being typeset with the Beamer package in LaTeX, may I suggest using the handout option, as in documentclass[handout]{beamer}, to reduce the number of pages for those of us who want to print them out? For example, the statistical learning slides are 37 pages, but fit on 30 slides. At 4-to-1, that's an extra two pages. Given the number of enrollees who might want to print them, that adds up quickly. I noticed the linear regression slides are 64 pages on 48 slides. _x0007__x0007_See section 20 of the Beamer manual for more details if necessary.",1,0,1
"I can't see the videos within the Stanford application. It doesn't matter if I use the main browser or the one on the desktop. However, if I copy the URL and go to you-tube it works fine.  Hope this works for you. It seems like it is going to be an interesting class. If it matters to someone tracking this kind of thing, I am using Windows 8.1 on MS Surface Pro.",1,1,1
I used to download video and watch them latter. I do not have proper internet connection at home. So I use office computer to download teaching materials. Could you please provide an option to download videos.,0,1,1
I am also looking forward to this class. I am a Econ major at Cal state Fullerton so this class will come in handy later in my studies. I was especially attracted to the part about predicting market behaviors.,1,0,1
Thanks for offering this course.  I'm looking forward to this learning experience!,1,0,1
"My name is <nameRedac_<anon_screen_name_redacted>> and I recently finished a MSc in Applied Sociology. I'm looking forward to learning more stats methods and this will be my first foray into learning a programming language. _x0007__x0007_Grateful for this fantastic opportunity,_x0007_<nameRedac_<anon_screen_name_redacted>>",1,0,1
"I was also planning on attempting to do the exercises in both languages concurrently. I have a strong python background and have been coding it as my primary language for my own research, but my work does not require the use of libraries like scikit-learn and pandas, etc. I'm definitely curious about R, and I thought it would be a good opportunity to learn it as well as teach myself about a part of the scipy stack that I haven't played with too much. I'm looking forward to following the blog.",1,0,1
Hello!_x0007__x0007_I'm <nameRedac_<anon_screen_name_redacted>> from Malaysia but currently working in Singapore as a Research Assistant in a university research centre. My main interests are in user and usability research. This course definitely will help in my exploration of R and using stat learning to inform user requirements for product development.,1,0,1
"I have the same request. My Internet connection is not so well that the videos could not be played online, so I have to download them before watching. Could you please prove the download link for us? Thank you",0,1,1
I also clicked on the User Original Player link on the video and then I could see the entire screen. Thanks,1,0,1
wow,1,0,1
"Howdy Folks_x0007__x0007_<nameRedac_<anon_screen_name_redacted>> here from New Delhi. Doing my masters in economics and have studied two semesters course work on regression and i hate the obsession of economists to trying put regression on every problem. So, that explains my interest in statistical learning and an opportunity to get answered from the authors themselves.",1,0,1
Hi Murali_x0007_I am also from India and am from engg background. what college are you from ??,1,0,1
"Hey Guys!!_x0007__x0007_Is there anyone from India ? Would definitely love someone from New Delhi region as unfortunately ,i have no buddy who is into statistical learning. Hoping to hear from you guys!!",1,0,1
"Me too, doing modelling at UWA, Perth",1,0,1
"Hi, this is <nameRedac_<anon_screen_name_redacted>> from Bangalore, India. I'm an engineer and I run a small learning lab at http://www.gloschol.com. Thank you, Stanford. Great to be here! Looking forward to learning from all classmates, as well._x0007__x0007_Feel free to connect at http://www.linkedin.com/in/linkedin2<nameRedac_<anon_screen_name_redacted>>",1,0,1
"I have the same problem. I've tried Chrome, Safari, FF",0,1,1
I am so excited about this course!!!,1,0,1
"Hi, Roy. I'm open to this kind of meeting, too.",1,0,1
I am from Bangalore. Good luck with the course.,1,0,1
"@Gaurav_x0007__x0007_I am also a bit more comfy with Python than with R. Still R is unparalleled in some areas, as I have seen around. I would try to learn as much as possible about R & Stat._x0007__x0007_Cheers.",1,0,1
"ditto, ta",1,0,1
Yep it is **21-MARCH-2014**! :)_x0007__x0007_Are all deadlines set at 21/March/2014? Great if yes!,1,0,1
"well, i am a masters student in economics from Delhi.",1,0,1
Im from Chennai,1,0,1
"No, audio for first few lectures are fine. Only problem is that audio volume is little less.",1,1,1
Hope to get full benefit of the course. Thanks.,1,0,1
"Hi, I am <nameRedac_<anon_screen_name_redacted>> from Lisbon, Portugal, working at open university at social science department.",1,0,1
i have a 4 mb connection and am unable to open the videos anyone else having the same problem,0,1,1
"***Assalamu Alaikum*** (Peace be Upon All of You)_x0007__x0007__x0007_I am <nameRedac_<anon_screen_name_redacted>> from Bombay, India. My job as a Statistician involves doing risk modelling, predictive analytics, primarily in the area of Credit Risk. _x0007__x0007_This course should be immensely helpful to me to refresh (and learn from a new angle) the things that we were taught in University in M.Sc. (Statistics) as well as learn some modern (and not so modern) techniques straight from the horse's mouth. I mean Prof Efron: Bootstrap; Prof Chambers: S (and R) and of course, the Course Instructors- Prof Hastie-Tibshirani: GAM, LASSO._x0007__x0007_Thank you, Stanford !",1,0,1
"Ciao! I'm <nameRedac_<anon_screen_name_redacted>> from Italy. I've got a PhD in Aerospace Enginering and I'd like to learn about data analysis and R. This looks like the perfect choice for my goals! Actually, I was suggested to attend the course as part of a Analytics Engineer program I'm following at my company. Looking forward to studying this topic together with all of you!",1,0,1
"Hi! I started reading the course textbook, \An Introduction to Statistical Learning_x0007_with Applications in R\"" (ISLR), and I challenged myself with a couple exercises. Is it possible to get the answers at least for selected exercises? I think it would help self-study a lot. Thanks!""",1,1,1
"Thank you, Sir, & Prof. Tibshirani _x0007__x0007_ - for this course_x0007_ - for the free text books (both ISL & ESL)_x0007_ - for the open source codes in the *lingua franca* of Statistics_x0007_ - and for your contributions to the Subject of Statistics_x0007__x0007_(not necessarily in that order :-))_x0007__x0007_<nameRedac_<anon_screen_name_redacted>>",1,0,1
I am from Mumbai,1,0,1
From Vijayawada,1,0,1
Thanks it is really helpful,1,0,1
"Actually it's 1.2 Billion strong :)_x0007__x0007_Maybe if we find couple of guys around our cities, then we can arrange a meet up and exchange notes and best way to learn ML is doing a size able project in a team. what you guys think ??",1,0,1
"Thank you , Sir! Its great to have this Stat learning class from you and providing valuable free resources. It'll be great pleasure for me to learn the subject which would be helpful in academic research.",1,0,1
"You can start with a simple line. Then, continue with a square. Then, with a cube. The \pattern\"" emerge. It took me all afternoon to figure it out.""",1,0,0
"Nice to meet you too, Lovekesh!",1,0,1
I'm on the Chrome Browser with the Mac OS. Double clicking the video does a full-screen without cutting off the bottom of the video. Clicking on the full-screen button cuts off the bottom of the video.,0,1,1
Guys!! lets work out a meetup kind of event for stats learning with specific focus on Data science. Data science being considered as the greatest buzzword 2014 hiring,1,0,1
nice,1,0,1
"Hi,_x0007_I am <nameRedac_<anon_screen_name_redacted>> <nameRedac_<anon_screen_name_redacted>>, from Delhi.",1,0,1
I love statistics and I study Statistics in Brazil in Universidade Federal de Goiás.,1,0,1
"Test Set MSE can be decomposed into Bias, Variance, and Irreducible Error. \Bias\"" sounds worse than \""Variance\"". Are they equally bad or is one more bad than the other?""",1,1,1
up,1,0,1
"Big test error is bad._x0007__x0007_Both variance and bias (in power of 2) are positive values, so they both can affect the error._x0007__x0007_Which of two (variance or bias or both) will affect test error more depends on the data and its origin (its underlying nature).",1,0,0
